symbol,name
UNITDSPR.NS,UNITDSPR
UNITECH.NS,UNITECH
UNITEDPOLY.NS,UNITEDPOLY
UNITEDTEA.NS,UNITEDTEA
UNITY.NS,UNITY
UNIVAFOODS.NS,UNIVAFOODS
UNIVASTU.NS,UNIVASTU
UNIVCABLES.NS,UNIVCABLES
UNIVPHOTO.NS,UNIVPHOTO
UNOMINDA.NS,UNOMINDA
UPL.NS,UPL
URAVI.NS,URAVI
URBAN.NS,URBAN
URJA.NS,URJA
USASEEDS.NS,USASEEDS
USHAFIN.NS,USHAFIN
USHAMART.NS,USHAMART
USK.NS,USK
UTIAMC.NS,UTIAMC
UTKARSHBNK.NS,UTKARSHBNK
UTSSAV.NS,UTSSAV
UTTAMSUGAR.NS,UTTAMSUGAR
UWCSL.NS,UWCSL
UYFINCORP.NS,UYFINCORP
V2RETAIL.NS,V2RETAIL
VADILALIND.NS,VADILALIND
VAIBHAVGBL.NS,VAIBHAVGBL
VAISHALI.NS,VAISHALI
VAKRANGEE.NS,VAKRANGEE
VALECHAENG.NS,VALECHAENG
VALIANTLAB.NS,VALIANTLAB
VALIANTORG.NS,VALIANTORG
VALUEIND.NS,VALUEIND
VARDHACRLC.NS,VARDHACRLC
VARDMNPOLY.NS,VARDMNPOLY
VARROC.NS,VARROC
VASA.NS,VASA
VASCONEQ.NS,VASCONEQ
VASWANI.NS,VASWANI
VBL.NS,VBL
VCL.NS,VCL
VDEAL.NS,VDEAL
VEDL.NS,VEDL
VEEDOL.NS,VEEDOL
VEEKAYEM.NS,VEEKAYEM
VELS.NS,VELS
VENKEYS.NS,VENKEYS
VENTIVE.NS,VENTIVE
VENUSPIPES.NS,VENUSPIPES
VENUSREM.NS,VENUSREM
VERA.NS,VERA
VERANDA.NS,VERANDA
VERITAAS.NS,VERITAAS
VERTEXPLUS.NS,VERTEXPLUS
VERTOZ.NS,VERTOZ
VESUVIUS.NS,VESUVIUS
VETO.NS,VETO
VGUARD.NS,VGUARD
VHL.NS,VHL
VHLTD.NS,VHLTD
VIAZ.NS,VIAZ
VIDEOIND.NS,VIDEOIND
VIDHIING.NS,VIDHIING
VIESL.NS,VIESL
VIJAYA.NS,VIJAYA
VIJIFIN.NS,VIJIFIN
VIKASECO.NS,VIKASECO
VIKASLIFE.NS,VIKASLIFE
VILAS.NS,VILAS
VILINBIO.NS,VILINBIO
VIMTALABS.NS,VIMTALABS
VINATIORGA.NS,VINATIORGA
VINCOFE.NS,VINCOFE
VINDHYATEL.NS,VINDHYATEL
VINEETLAB.NS,VINEETLAB
VINNY.NS,VINNY
VINSYS.NS,VINSYS
VINYAS.NS,VINYAS
VINYLINDIA.NS,VINYLINDIA
VIPCLOTHNG.NS,VIPCLOTHNG
VIPIND.NS,VIPIND
VIPULLTD.NS,VIPULLTD
VIRINCHI.NS,VIRINCHI
VISAKAIND.NS,VISAKAIND
VISAMAN.NS,VISAMAN
VISASTEEL.NS,VISASTEEL
VISESHINFO.NS,VISESHINFO
VISHNU.NS,VISHNU
VISHNUINFR.NS,VISHNUINFR
VISHWARAJ.NS,VISHWARAJ
VISHWAS.NS,VISHWAS
VISUINTL.NS,VISUINTL
VITAL.NS,VITAL
VIVIANA.NS,VIVIANA
VIVIDHA.NS,VIVIDHA
VIVIMEDLAB.NS,VIVIMEDLAB
VIVO.NS,VIVO
VLEGOV.NS,VLEGOV
VLINFRA.NS,VLINFRA
VLSFINANCE.NS,VLSFINANCE
VMARCIND.NS,VMARCIND
VMART.NS,VMART
VMM.NS,VMM
VOLTAMP.NS,VOLTAMP
VOLTAS.NS,VOLTAS
VPRPL.NS,VPRPL
VR.NS,VR
VRAJ.NS,VRAJ
VRLLOG.NS,VRLLOG
VSCL.NS,VSCL
VSSL.NS,VSSL
VSTIND.NS,VSTIND
VSTL.NS,VSTL
VSTTILLERS.NS,VSTTILLERS
VTL.NS,VTL
WAAREEENER.NS,WAAREEENER
WABAG.NS,WABAG
WALCHANNAG.NS,WALCHANNAG
WALPAR.NS,WALPAR
WANBURY.NS,WANBURY
WCIL.NS,WCIL
WEALTH.NS,WEALTH
WEBELSOLAR.NS,WEBELSOLAR
WEIZMANIND.NS,WEIZMANIND
WEL.NS,WEL
WELCORP.NS,WELCORP
WELENT.NS,WELENT
WELINV.NS,WELINV
WELSPUNLIV.NS,WELSPUNLIV
WENDT.NS,WENDT
WESTLIFE.NS,WESTLIFE
WEWIN.NS,WEWIN
WHEELS.NS,WHEELS
WHIRLPOOL.NS,WHIRLPOOL
WILLAMAGOR.NS,WILLAMAGOR
WINDLAS.NS,WINDLAS
WINDMACHIN.NS,WINDMACHIN
WINNY.NS,WINNY
WINSOL.NS,WINSOL
WINSOME.NS,WINSOME
WIPL.NS,WIPL
WIPRO.NS,WIPRO
WOCKPHARMA.NS,WOCKPHARMA
WOL3D.NS,WOL3D
WOMANCART.NS,WOMANCART
WONDERLA.NS,WONDERLA
WORTH.NS,WORTH
WSI.NS,WSI
WSTCSTPAPR.NS,WSTCSTPAPR
WTICAB.NS,WTICAB
XCHANGING.NS,XCHANGING
XELPMOC.NS,XELPMOC
XPROINDIA.NS,XPROINDIA
XTGLOBAL.NS,XTGLOBAL
YAARI.NS,YAARI
YASHO.NS,YASHO
YASHOPTICS.NS,YASHOPTICS
YATHARTH.NS,YATHARTH
YATRA.NS,YATRA
YCCL.NS,YCCL
YESBANK.NS,YESBANK
YUDIZ.NS,YUDIZ
YUKEN.NS,YUKEN
ZAGGLE.NS,ZAGGLE
ZEAL.NS,ZEAL
ZEEL.NS,ZEEL
ZEELEARN.NS,ZEELEARN
ZEEMEDIA.NS,ZEEMEDIA
ZENITHDRUG.NS,ZENITHDRUG
ZENITHEXPO.NS,ZENITHEXPO
ZENITHSTL.NS,ZENITHSTL
ZENSARTECH.NS,ZENSARTECH
ZENTEC.NS,ZENTEC
ZFCVINDIA.NS,ZFCVINDIA
ZICOM.NS,ZICOM
ZIMLAB.NS,ZIMLAB
ZODIAC.NS,ZODIAC
ZODIACLOTH.NS,ZODIACLOTH
ZOMATO.NS,ZOMATO
ZOTA.NS,ZOTA
ZTECH.NS,ZTECH
ZUARI.NS,ZUARI
ZUARIIND.NS,ZUARIIND
ZYDUSLIFE.NS,ZYDUSLIFE
ZYDUSWELL.NS,ZYDUSWELL
